mail,shop_id,score,review_text,date_added
Johnnie3575@gmail.com,7,0,На самом деле хороший магазин!,2011-7-11
Donald2789@gmail.com,14,0,,2020-1-9
Lonnie6589@gmail.com,16,6,ФУ. Не куплю в этом магазине больше ничего.,2023-3-1
Raul8149@hotmail.com,3,5,,2018-4-23
Muriel1175@gmail.com,12,8,Отлично! Это невероятно хороший магазин.,2022-4-18
Randy9370@gmail.com,21,3,Это ну такое.,2013-7-26
Gayle6116@hotmail.com,16,10,ФУ. Не куплю в этом магазине больше ничего.,2021-11-25
Barbara1795@hotmail.com,3,9,Это ну такое.,2016-5-23
Margaret8232@hotmail.com,12,5,,2023-7-21
Leona7452@gmail.com,11,7,,2016-7-16
Alfred9983@gmail.com,12,1,,2021-5-19
Gerardo7960@gmail.com,20,6,ФУ. Не куплю в этом магазине больше ничего.,2014-4-13
Shawn1812@hotmail.com,14,10,Это ну такое.,2012-5-18
Jean6759@hotmail.com,2,7,Средненько! Это средний по сервису магазин.,2021-8-11
Deanna7084@hotmail.com,9,9,,2015-11-4
Dennis3613@gmail.com,6,4,Просто средний магазин.,2022-9-20
Juanita5449@hotmail.com,10,7,Отлично! Это невероятно хороший магазин.,2021-1-17
Ludivina6083@gmail.com,5,7,,2018-8-10
Leonard9118@gmail.com,12,6,Это ну такое.,2013-6-15
Zachary5698@gmail.com,6,7,Средненько! Это средний по сервису магазин.,2016-8-22
Clarence5074@gmail.com,17,10,Прекрасный магазин.,2015-8-6
Ronald3782@gmail.com,16,10,,2022-1-14
Willis2928@gmail.com,10,5,,2019-7-20
Margarita9090@gmail.com,9,3,,2022-11-11
Anabel4092@gmail.com,2,8,,2012-2-20
Angela3311@gmail.com,1,1,Средненько! Это средний по сервису магазин.,2010-10-8
Vilma7269@gmail.com,14,5,,2014-2-7
Nathaniel9228@hotmail.com,10,10,,2022-4-22
Elaine3939@gmail.com,5,1,,2016-2-25
John2152@gmail.com,3,6,,2012-2-6
Holly2988@hotmail.com,7,5,,2012-12-15
Alda2982@hotmail.com,16,8,Просто средний магазин.,2022-10-1
Sabrina1491@gmail.com,7,9,,2019-12-16
Michelle5680@gmail.com,7,2,Это ну такое.,2013-10-8
Claudia1418@hotmail.com,2,1,,2014-8-2
Elizabeth2829@hotmail.com,18,9,,2012-3-8
Angela7780@gmail.com,22,7,Просто средний магазин.,2014-12-2
Stephanie9771@hotmail.com,1,1,Это ну такое.,2018-7-27
Mark5816@hotmail.com,8,7,,2021-6-3
Adolfo1457@gmail.com,22,9,Прекрасный магазин.,2017-8-21
Larry8815@gmail.com,12,8,На самом деле хороший магазин!,2015-11-10
Grant3552@hotmail.com,20,5,,2014-7-24
Maxie9142@hotmail.com,14,2,Хорошо! Это хороший магазин.,2021-7-16
Tara3328@hotmail.com,13,6,Плохо! Мне не понравился магазин.,2023-2-2
David7337@hotmail.com,14,3,Хорошо! Это хороший магазин.,2012-7-2
Wilma7197@hotmail.com,7,2,,2010-7-21
Phillip4563@hotmail.com,2,5,Плохо! Мне не понравился магазин.,2021-9-26
Carlos7819@hotmail.com,19,0,Это ну такое.,2013-5-10
Josh2516@hotmail.com,21,9,,2017-1-1
Catherine1540@gmail.com,13,9,Это ну такое.,2014-9-28
Holly8829@gmail.com,3,7,Средненько! Это средний по сервису магазин.,2015-6-6
Jason7195@hotmail.com,18,5,,2020-9-23
Jeffrey9654@hotmail.com,9,7,,2015-11-6
Brenda8862@gmail.com,17,4,,2022-7-6
Robert6720@hotmail.com,2,3,Это ну такое.,2022-5-8
Florence8624@gmail.com,19,2,ФУ. Не куплю в этом магазине больше ничего.,2021-7-1
Clifford1528@hotmail.com,9,8,,2012-2-14
Dwight7047@hotmail.com,1,7,Средненько! Это средний по сервису магазин.,2021-6-21
Frederick7139@hotmail.com,17,8,ФУ. Не куплю в этом магазине больше ничего.,2010-6-5
Francis7470@gmail.com,2,10,Плохо! Мне не понравился магазин.,2010-7-1
Billy2678@gmail.com,4,0,Это ну такое.,2017-2-12
Mary8560@gmail.com,7,2,,2015-6-24
Linda3953@gmail.com,14,3,,2017-10-12
Kimberlee5622@hotmail.com,13,4,Хороший магазин.,2022-3-15
Stephanie3347@gmail.com,16,9,Хороший магазин.,2014-11-21
Thomas9232@hotmail.com,13,4,Это ну такое.,2021-4-21
Renee5099@hotmail.com,14,1,,2013-4-16
Keith5563@gmail.com,20,10,,2020-11-19
Elizabeth6399@hotmail.com,10,9,,2017-2-12
Peggy6368@hotmail.com,19,3,На самом деле хороший магазин!,2014-10-17
Gloria9755@hotmail.com,14,8,Средненько! Это средний по сервису магазин.,2014-6-8
Margaret8620@hotmail.com,20,8,,2016-12-1
Henry6741@hotmail.com,7,2,На самом деле хороший магазин!,2014-4-28
Stephanie2552@gmail.com,20,5,,2014-2-15
Robin8313@hotmail.com,22,0,Хорошо! Это хороший магазин.,2022-1-17
Virginia8817@hotmail.com,22,6,Прекрасный магазин.,2017-5-3
Edward3049@hotmail.com,20,9,Это ну такое.,2020-8-26
Howard8018@hotmail.com,21,6,На самом деле хороший магазин!,2018-8-12
Candace4641@hotmail.com,3,7,Плохо! Мне не понравился магазин.,2019-2-25
Jean7959@gmail.com,9,8,,2021-8-7
Kena8413@hotmail.com,18,7,Хорошо! Это хороший магазин.,2010-6-19
Catherine4617@hotmail.com,12,4,На самом деле хороший магазин!,2018-1-15
Willie8422@hotmail.com,3,7,,2010-9-27
Shannon3424@hotmail.com,9,3,,2011-12-4
Leigh8550@gmail.com,18,5,На самом деле хороший магазин!,2014-8-16
Anna9228@gmail.com,11,4,,2013-3-28
Jake4457@hotmail.com,15,1,Это ну такое.,2021-8-19
Kimberly8062@gmail.com,12,8,Прекрасный магазин.,2016-11-2
Leah4349@hotmail.com,4,0,,2019-11-8
Mia4822@gmail.com,5,2,Это ну такое.,2019-3-5
Phyllis3516@gmail.com,6,4,ФУ. Не куплю в этом магазине больше ничего.,2015-5-23
Keith3575@hotmail.com,10,7,,2017-4-7
Lindsay1148@hotmail.com,21,8,Это ну такое.,2018-4-9
Melanie8724@hotmail.com,16,9,Прекрасный магазин.,2019-7-7
Jennifer8725@hotmail.com,0,2,Просто средний магазин.,2017-12-28
Melissa3636@hotmail.com,19,0,,2014-10-9
Michele9022@hotmail.com,1,9,Это ну такое.,2012-5-2
Angelina6099@hotmail.com,0,0,Хорошо! Это хороший магазин.,2023-4-16
George5668@gmail.com,1,1,,2012-11-5
Cheryl5938@gmail.com,19,9,Просто средний магазин.,2021-1-9
Francis4141@gmail.com,11,0,Хороший магазин.,2015-5-5
Antonio6359@hotmail.com,9,3,"На самом деле прекрасный магазин, мне все понраивлос!",2021-7-22
Bernard8616@hotmail.com,12,5,,2022-11-5
Denis8682@hotmail.com,8,7,,2020-10-28
Teresa5722@hotmail.com,1,1,,2020-6-26
Eloise9793@gmail.com,9,2,ФУ. Не куплю в этом магазине больше ничего.,2018-10-27
Marilyn4368@gmail.com,16,3,,2011-1-24
Wm2934@gmail.com,17,7,,2012-12-16
Fernando7721@gmail.com,3,4,ФУ. Не куплю в этом магазине больше ничего.,2021-11-10
Mildred2459@hotmail.com,22,2,,2012-12-24
Mary1979@gmail.com,1,4,На самом деле хороший магазин!,2020-5-3
Monica7414@gmail.com,21,10,Просто средний магазин.,2016-4-26
Minnie7050@gmail.com,21,3,"На самом деле прекрасный магазин, мне все понраивлос!",2022-9-17
Jason2756@hotmail.com,16,4,Отлично! Это невероятно хороший магазин.,2019-4-25
Bernard6156@gmail.com,1,7,,2018-2-2
William8141@hotmail.com,13,9,ФУ. Не куплю в этом магазине больше ничего.,2022-6-21
Charlotte4158@hotmail.com,20,0,Это ну такое.,2018-5-25
Heidi9672@gmail.com,22,0,Плохо! Мне не понравился магазин.,2022-4-12
Cynthia3578@gmail.com,4,10,,2015-9-23
Michaela1552@gmail.com,16,8,,2022-8-6
Danielle2027@gmail.com,20,3,Ну неплохо.,2013-5-3
Eric8857@gmail.com,20,10,,2017-3-11
John1497@gmail.com,2,7,Ну неплохо.,2010-12-23
Margaret2780@gmail.com,10,5,Средненько! Это средний по сервису магазин.,2015-6-14
David3016@hotmail.com,17,5,,2021-4-13
Jamie4026@hotmail.com,14,1,,2014-3-12
Christine9467@hotmail.com,17,4,Плохо! Мне не понравился магазин.,2019-6-8
Allen9512@hotmail.com,3,10,,2016-10-6
Frank4739@hotmail.com,10,1,,2023-12-6
Shannon2193@gmail.com,0,0,Плохо! Мне не понравился магазин.,2016-5-1
Michele1288@gmail.com,6,1,Хорошо! Это хороший магазин.,2015-10-1
Horace3542@gmail.com,4,7,Хорошо! Это хороший магазин.,2010-10-10
Regina8332@hotmail.com,16,4,Средненько! Это средний по сервису магазин.,2010-4-15
Lisa4835@gmail.com,12,0,,2022-8-11
Mary4998@gmail.com,9,9,,2017-11-22
Robert1255@hotmail.com,11,7,На самом деле хороший магазин!,2013-4-19
Betty1449@hotmail.com,9,9,,2011-9-2
Laura9532@hotmail.com,14,2,,2018-3-19
Marian5225@gmail.com,0,0,ФУ. Не куплю в этом магазине больше ничего.,2012-5-5
Ryan3410@gmail.com,14,6,Плохо! Мне не понравился магазин.,2011-4-1
George8920@hotmail.com,22,8,,2023-9-7
Susie6424@gmail.com,14,10,Ну неплохо.,2013-4-26
Lawrence1692@hotmail.com,16,6,ФУ. Не куплю в этом магазине больше ничего.,2020-4-7
Floyd3115@gmail.com,9,2,Это ну такое.,2022-6-20
Bobbi8180@hotmail.com,22,8,Прекрасный магазин.,2022-4-14
Ward6678@hotmail.com,5,2,Просто средний магазин.,2022-10-17
Roger4075@hotmail.com,7,8,,2015-1-8
William5622@hotmail.com,10,4,,2016-3-12
Ernesto6767@hotmail.com,21,6,Средненько! Это средний по сервису магазин.,2022-2-9
Gerardo6474@gmail.com,12,10,ФУ. Не куплю в этом магазине больше ничего.,2012-6-12
James1372@gmail.com,19,5,Это ну такое.,2017-5-16
Tammy7325@hotmail.com,0,10,ФУ. Не куплю в этом магазине больше ничего.,2010-4-18
David3514@hotmail.com,2,9,Ну неплохо.,2016-5-12
Kevin2645@gmail.com,19,0,"На самом деле прекрасный магазин, мне все понраивлос!",2012-5-25
John7996@hotmail.com,12,7,,2022-11-11
Thomas1524@hotmail.com,6,8,,2016-7-9
Danny6225@hotmail.com,4,5,,2014-11-26
Sharon4113@gmail.com,21,6,,2020-5-16
Pamela6524@hotmail.com,17,2,,2022-7-19
Michael8015@hotmail.com,0,3,,2022-11-8
Robert9586@hotmail.com,6,0,Плохо! Мне не понравился магазин.,2010-1-26
Leonard2481@gmail.com,8,6,,2010-1-24
Eula8611@gmail.com,15,6,,2020-6-6
Lucy2657@hotmail.com,19,0,,2017-4-26
Kiera9414@hotmail.com,1,5,,2010-8-18
William1234@gmail.com,19,5,ФУ. Не куплю в этом магазине больше ничего.,2021-3-6
Helen9926@gmail.com,22,2,Ну неплохо.,2019-3-16
Allison8133@hotmail.com,2,4,На самом деле хороший магазин!,2022-8-15
Allie2357@gmail.com,16,3,Плохо! Мне не понравился магазин.,2010-9-3
Steven7862@hotmail.com,9,10,,2012-5-20
Reuben3878@hotmail.com,13,8,,2021-3-6
Charles5497@gmail.com,21,0,ФУ. Не куплю в этом магазине больше ничего.,2017-11-27
Patrick2549@hotmail.com,7,9,Хороший магазин.,2017-5-3
James3348@gmail.com,21,7,,2019-1-7
David6259@hotmail.com,19,8,,2012-1-9
Rosa2746@gmail.com,21,2,,2023-6-13
James7312@gmail.com,21,3,,2011-12-14
Thomas5915@gmail.com,7,9,Отлично! Это невероятно хороший магазин.,2021-12-14
Shane6373@gmail.com,18,10,Хорошо! Это хороший магазин.,2013-2-1
Maria5646@hotmail.com,18,9,,2015-11-23
Michael8628@gmail.com,0,0,,2023-10-21
Keith4694@gmail.com,22,1,ФУ. Не куплю в этом магазине больше ничего.,2014-3-27
Kristy5376@gmail.com,9,2,Хороший магазин.,2023-8-13
Brenda6122@gmail.com,20,2,"На самом деле прекрасный магазин, мне все понраивлос!",2012-4-16
John3970@gmail.com,8,1,,2015-1-18
Laura6613@hotmail.com,7,8,,2022-11-11
Joshua7844@hotmail.com,11,3,Ну неплохо.,2014-1-9
William3671@hotmail.com,13,3,Средненько! Это средний по сервису магазин.,2019-10-9
Shirley1850@gmail.com,17,1,"На самом деле прекрасный магазин, мне все понраивлос!",2022-9-9
Angel2332@hotmail.com,14,4,,2020-9-6
Richard3968@gmail.com,6,3,,2016-3-4
Henrietta9384@hotmail.com,10,6,Это ну такое.,2017-3-11
Kristen7927@gmail.com,6,6,Просто средний магазин.,2011-12-6
Lina7055@hotmail.com,5,9,Это ну такое.,2016-7-18
Donald9537@hotmail.com,8,1,,2012-7-3
Lee7837@gmail.com,2,0,,2017-6-11
Michael3313@hotmail.com,4,10,,2013-4-10
Judy2864@gmail.com,8,10,,2016-8-13
Connie5644@hotmail.com,13,7,На самом деле хороший магазин!,2017-3-6
Stanley8966@gmail.com,4,2,,2013-4-15
Ruth9226@gmail.com,15,8,Просто средний магазин.,2022-3-19
Melissa1720@hotmail.com,4,3,Это ну такое.,2012-4-28
Bobby2578@hotmail.com,2,0,,2013-12-17
Dennis8042@gmail.com,12,8,,2018-11-6
Valerie6626@gmail.com,10,8,Плохо! Мне не понравился магазин.,2010-3-16
Vicky6338@hotmail.com,7,5,Просто средний магазин.,2013-8-11
Christine8870@gmail.com,13,4,Это ну такое.,2023-6-15
Michael4393@hotmail.com,1,8,,2013-11-24
Jenna1372@gmail.com,1,3,Это ну такое.,2012-10-23
Ernest6853@hotmail.com,20,3,ФУ. Не куплю в этом магазине больше ничего.,2011-1-15
Agnes7935@hotmail.com,3,1,Это ну такое.,2021-2-21
Charles5985@gmail.com,4,9,,2011-7-16
David8537@gmail.com,19,10,Это ну такое.,2012-7-13
Lawrence6728@gmail.com,3,5,Ну неплохо.,2011-9-11
Brenda7862@gmail.com,10,6,Хорошо! Это хороший магазин.,2011-11-11
Gregory1834@gmail.com,22,4,,2016-8-12
Mayra2280@gmail.com,21,0,,2017-3-13
Carl3981@hotmail.com,10,2,,2021-10-5
Michael8374@gmail.com,1,1,,2020-2-5
Michael5346@gmail.com,13,1,,2021-6-12
Felicitas7025@gmail.com,17,3,,2015-4-23
Glenn1123@hotmail.com,11,6,ФУ. Не куплю в этом магазине больше ничего.,2016-10-18
Arthur9083@gmail.com,20,7,"На самом деле прекрасный магазин, мне все понраивлос!",2023-10-27
Rachel4839@hotmail.com,13,3,,2013-4-23
Betty2758@gmail.com,7,6,,2022-12-18
Wayne9480@hotmail.com,12,5,ФУ. Не куплю в этом магазине больше ничего.,2021-10-8
Kathryn4989@hotmail.com,12,0,,2011-8-6
Edward2139@gmail.com,9,10,,2014-3-23
Juan5819@hotmail.com,7,7,,2012-1-19
Todd7976@hotmail.com,11,7,Плохо! Мне не понравился магазин.,2012-10-25
Denise5049@gmail.com,1,3,Это ну такое.,2012-3-22
Eloy9361@hotmail.com,6,1,Отлично! Это невероятно хороший магазин.,2018-4-24
Dale4547@hotmail.com,20,10,,2019-5-17
Carol9090@gmail.com,18,3,Средненько! Это средний по сервису магазин.,2020-2-8
Gloria1871@gmail.com,17,3,Отлично! Это невероятно хороший магазин.,2016-12-3
James4249@gmail.com,19,5,,2014-12-17
Peter9420@gmail.com,14,7,,2013-6-24
Lee8226@gmail.com,11,5,,2014-2-2
David5645@gmail.com,10,1,На самом деле хороший магазин!,2013-9-26
Martha9751@gmail.com,0,6,На самом деле хороший магазин!,2010-10-9
Sheri6025@gmail.com,1,7,,2023-3-21
Steven7549@gmail.com,1,4,,2017-2-24
Jacqueline4221@hotmail.com,13,0,"На самом деле прекрасный магазин, мне все понраивлос!",2020-6-23
Angelina6099@hotmail.com,16,6,,2018-8-27
Doris2889@hotmail.com,21,5,ФУ. Не куплю в этом магазине больше ничего.,2021-4-6
Annie8917@hotmail.com,20,6,Прекрасный магазин.,2020-3-8
Harold6517@hotmail.com,0,10,Это ну такое.,2020-4-4
Scott4674@gmail.com,1,6,,2022-4-27
Arturo3846@hotmail.com,16,6,Средненько! Это средний по сервису магазин.,2010-3-4
Jonathan2570@hotmail.com,5,2,ФУ. Не куплю в этом магазине больше ничего.,2013-11-28
Thomas3388@gmail.com,12,8,,2019-6-18
Tammie4066@hotmail.com,11,7,Просто средний магазин.,2019-2-24
Shawn3021@hotmail.com,0,3,,2023-12-25
Clare6522@hotmail.com,12,0,,2014-11-23
Megan1850@hotmail.com,4,5,Средненько! Это средний по сервису магазин.,2011-4-28
Judith3492@gmail.com,14,7,,2022-7-4
Ronald9894@gmail.com,18,5,Хорошо! Это хороший магазин.,2012-4-16
Inez3367@gmail.com,1,8,,2016-8-23
Mildred3924@hotmail.com,10,8,,2019-6-8
Richard8515@hotmail.com,1,7,,2010-2-25
James7593@gmail.com,12,8,Средненько! Это средний по сервису магазин.,2021-6-9
Chad4869@gmail.com,9,0,,2021-2-26
Alice6041@gmail.com,19,5,,2021-6-24
Teresa8123@hotmail.com,20,10,Это ну такое.,2010-9-22
Stella1540@gmail.com,16,10,Плохо! Мне не понравился магазин.,2012-7-15
Clayton4737@hotmail.com,10,10,,2014-9-18
Michael6191@gmail.com,15,4,,2014-8-18
Shavonne1622@hotmail.com,14,6,ФУ. Не куплю в этом магазине больше ничего.,2016-6-5
Barbara6188@gmail.com,4,4,,2022-6-26
Kenneth5729@hotmail.com,16,5,Плохо! Мне не понравился магазин.,2012-1-27
James6717@gmail.com,17,1,Плохо! Мне не понравился магазин.,2019-2-20
Betty5546@gmail.com,15,3,Прекрасный магазин.,2021-3-14
Mary6378@hotmail.com,2,0,,2018-3-14
David3621@hotmail.com,0,3,Плохо! Мне не понравился магазин.,2010-12-19
Clifford9339@hotmail.com,19,3,Плохо! Мне не понравился магазин.,2017-9-8
Sheba1048@gmail.com,8,9,Отлично! Это невероятно хороший магазин.,2014-1-25
Michael2367@hotmail.com,17,0,,2010-9-25
Elida9880@gmail.com,6,8,Хороший магазин.,2017-7-1
Kerri7469@hotmail.com,7,9,Плохо! Мне не понравился магазин.,2019-4-6
Linda8589@gmail.com,7,5,Отлично! Это невероятно хороший магазин.,2019-8-22
Debbie8585@hotmail.com,20,4,,2011-12-26
William5729@gmail.com,0,3,,2014-9-5
Brian3294@gmail.com,20,9,,2011-9-12
Terry7793@gmail.com,5,7,,2017-7-8
Renee5023@gmail.com,13,3,Отлично! Это невероятно хороший магазин.,2020-1-21
Leigh2436@hotmail.com,0,2,,2018-4-7
Mary8220@gmail.com,15,2,,2020-11-22
Jason2881@hotmail.com,10,10,Это ну такое.,2015-12-1
Aaron2279@hotmail.com,11,1,На самом деле хороший магазин!,2010-5-28
Andre3943@hotmail.com,4,7,,2011-7-25
David2814@gmail.com,10,0,,2011-12-1
Jimmy3696@gmail.com,5,2,,2017-12-9
Janice8717@hotmail.com,5,8,ФУ. Не куплю в этом магазине больше ничего.,2013-10-20
Rex5437@hotmail.com,3,9,,2016-11-18
Pearl7383@hotmail.com,5,3,ФУ. Не куплю в этом магазине больше ничего.,2023-6-1
Andrea8556@hotmail.com,3,5,,2010-9-7
Marie3559@hotmail.com,1,6,,2014-2-27
Jan4162@gmail.com,0,9,,2013-5-3
Tom7280@hotmail.com,15,4,,2023-9-1
Alicia1379@hotmail.com,21,9,,2019-5-22
Robert1158@hotmail.com,17,10,Это ну такое.,2017-2-12
Donald1655@gmail.com,6,3,Просто средний магазин.,2020-9-4
Teresa1625@gmail.com,16,1,ФУ. Не куплю в этом магазине больше ничего.,2019-9-5
Walter2798@gmail.com,3,10,Это ну такое.,2020-4-9
Sally4621@gmail.com,8,0,,2010-12-20
Thomas1491@hotmail.com,10,8,,2010-6-27
Brian8656@hotmail.com,0,3,,2013-11-5
Chad5298@hotmail.com,3,10,,2022-10-5
James1827@hotmail.com,14,7,,2013-11-15
William5489@hotmail.com,4,8,,2019-2-7
Brian5926@gmail.com,19,8,,2019-5-25
Rosalee1255@hotmail.com,2,0,Это ну такое.,2013-1-8
Emily5172@hotmail.com,22,2,,2016-4-23
Nicole5776@gmail.com,0,4,,2016-9-1
Richard7520@hotmail.com,14,1,,2023-10-3
Jennifer4984@hotmail.com,6,0,,2010-10-25
Robert8466@gmail.com,16,9,ФУ. Не куплю в этом магазине больше ничего.,2010-12-3
Estella8269@hotmail.com,10,5,,2012-1-23
Matthew9116@hotmail.com,12,4,Прекрасный магазин.,2023-3-3
Richard6012@hotmail.com,22,3,,2012-8-2
Julio2067@gmail.com,14,1,Прекрасный магазин.,2018-1-13
Theodore4826@gmail.com,7,8,Отлично! Это невероятно хороший магазин.,2010-4-2
Glenda2485@gmail.com,16,5,ФУ. Не куплю в этом магазине больше ничего.,2018-11-18
Myron3535@gmail.com,20,3,Прекрасный магазин.,2018-2-19
James7556@hotmail.com,17,6,,2023-8-22
Richard9528@gmail.com,20,1,,2017-6-8
Luz7696@hotmail.com,5,10,На самом деле хороший магазин!,2012-12-16
Brandy5448@gmail.com,18,3,,2014-11-16
Mark9740@gmail.com,9,3,Прекрасный магазин.,2016-6-25
Colleen4471@gmail.com,5,7,Прекрасный магазин.,2016-12-14
Kati2268@gmail.com,22,5,ФУ. Не куплю в этом магазине больше ничего.,2011-1-16
John8213@hotmail.com,2,2,На самом деле хороший магазин!,2019-5-23
Dorothy5341@hotmail.com,1,5,,2013-5-9
Jared6711@gmail.com,1,6,Это ну такое.,2018-1-10
William1756@gmail.com,21,0,ФУ. Не куплю в этом магазине больше ничего.,2013-6-19
Troy5822@hotmail.com,4,0,,2022-3-14
James5793@gmail.com,15,7,Просто средний магазин.,2012-5-8
Vincent4442@gmail.com,18,6,Плохо! Мне не понравился магазин.,2016-4-6
Elton4042@hotmail.com,17,7,ФУ. Не куплю в этом магазине больше ничего.,2018-2-4
Dania2071@gmail.com,1,5,,2021-11-8
Susan4447@hotmail.com,3,5,,2014-10-19
Betty8422@hotmail.com,1,2,,2013-5-23
Peter9953@gmail.com,7,3,Это ну такое.,2019-7-18
Patrick5571@hotmail.com,13,9,,2011-7-2
Roberto2436@gmail.com,5,7,,2018-6-4
Virginia4942@gmail.com,8,1,ФУ. Не куплю в этом магазине больше ничего.,2023-5-13
Stanford3151@hotmail.com,20,10,,2010-12-21
Jeannette7640@gmail.com,6,4,,2018-9-20
Beth8325@gmail.com,6,9,,2017-1-1
Patsy2746@gmail.com,2,4,,2017-5-20
Thomas5626@hotmail.com,2,7,Плохо! Мне не понравился магазин.,2012-6-22
Ada9434@hotmail.com,1,4,На самом деле хороший магазин!,2013-8-18
Martin5442@hotmail.com,18,5,,2010-1-4
Gary2150@hotmail.com,2,10,На самом деле хороший магазин!,2014-11-22
Deborah6044@gmail.com,7,2,ФУ. Не куплю в этом магазине больше ничего.,2023-1-19
Kate1949@hotmail.com,21,7,ФУ. Не куплю в этом магазине больше ничего.,2021-3-22
William2953@gmail.com,15,1,,2019-6-18
Kathleen2432@gmail.com,14,4,,2017-9-13
William3949@hotmail.com,18,4,Ну неплохо.,2011-7-9
Kenneth6666@gmail.com,0,5,,2011-11-14
Ashley7719@gmail.com,9,1,,2022-1-11
Alisa9427@hotmail.com,12,1,Средненько! Это средний по сервису магазин.,2011-2-5
Terrie2181@hotmail.com,21,10,Ну неплохо.,2010-10-6
Karen8253@hotmail.com,18,9,,2014-7-11
Sonia8826@gmail.com,12,9,,2019-6-20
Keely9911@hotmail.com,22,4,,2022-11-1
Ada9434@hotmail.com,0,3,,2013-10-8
Dennis9542@gmail.com,14,4,,2021-2-23
James2376@gmail.com,4,5,,2023-3-12
Angie3970@hotmail.com,14,9,,2020-4-18
Timothy9419@gmail.com,2,3,Это ну такое.,2018-8-14
William5260@gmail.com,3,9,,2011-6-23
Fatima2068@hotmail.com,2,3,,2020-7-25
Margaret7058@gmail.com,0,5,ФУ. Не куплю в этом магазине больше ничего.,2020-3-27
Akiko5729@hotmail.com,5,8,,2019-1-23
James1563@gmail.com,5,9,,2016-8-26
Mary2920@hotmail.com,7,4,,2016-3-8
Adam6836@gmail.com,9,10,,2019-11-10
Linda5131@hotmail.com,2,3,,2020-9-14
Sarah7686@gmail.com,22,0,ФУ. Не куплю в этом магазине больше ничего.,2018-2-20
Charles5795@hotmail.com,15,7,,2020-4-11
Thomas8890@hotmail.com,4,1,ФУ. Не куплю в этом магазине больше ничего.,2020-10-22
Betty9432@hotmail.com,14,9,ФУ. Не куплю в этом магазине больше ничего.,2013-10-6
Robert4735@hotmail.com,15,2,,2016-3-28
Steven5218@gmail.com,8,7,Плохо! Мне не понравился магазин.,2020-9-3
Margaret4880@gmail.com,22,10,,2019-3-12
David6632@gmail.com,18,9,Ну неплохо.,2019-8-22
Corey4516@hotmail.com,21,10,Ну неплохо.,2022-9-24
Kathryn4085@hotmail.com,6,4,"На самом деле прекрасный магазин, мне все понраивлос!",2014-10-5
Pricilla1630@gmail.com,9,1,На самом деле хороший магазин!,2017-9-21
Carlos3910@gmail.com,9,4,ФУ. Не куплю в этом магазине больше ничего.,2016-7-2
Robert4832@hotmail.com,11,7,,2017-5-18
Patricia6610@hotmail.com,15,7,,2012-8-28
Jacob8383@gmail.com,15,9,Средненько! Это средний по сервису магазин.,2019-7-22
Bonnie6747@gmail.com,15,7,Хорошо! Это хороший магазин.,2021-5-22
Laura2246@hotmail.com,22,5,На самом деле хороший магазин!,2014-8-22
Gail2336@hotmail.com,18,9,,2012-2-3
Deborah3358@hotmail.com,15,10,,2016-7-20
David3816@gmail.com,20,8,Отлично! Это невероятно хороший магазин.,2012-7-4
Frederica3587@gmail.com,6,0,Просто средний магазин.,2018-2-27
Brian4843@hotmail.com,2,10,ФУ. Не куплю в этом магазине больше ничего.,2014-8-19
Della1077@gmail.com,0,5,,2018-10-25
Phyllis3560@hotmail.com,4,0,,2023-3-21
Martha8665@hotmail.com,0,0,Плохо! Мне не понравился магазин.,2022-12-9
Jack3284@hotmail.com,17,2,ФУ. Не куплю в этом магазине больше ничего.,2021-10-17
Bill2260@gmail.com,1,2,"На самом деле прекрасный магазин, мне все понраивлос!",2021-11-3
Irene2963@gmail.com,1,5,,2017-7-13
David5747@hotmail.com,20,1,Просто средний магазин.,2018-2-16
Loretta7081@gmail.com,22,4,ФУ. Не куплю в этом магазине больше ничего.,2020-6-24
Eugene5818@hotmail.com,14,8,,2017-1-5
Paul9720@gmail.com,22,4,,2014-8-13
Reginald5848@gmail.com,15,4,Плохо! Мне не понравился магазин.,2014-3-16
Lillie1145@hotmail.com,20,3,,2021-8-2
Fernando9087@hotmail.com,22,3,Отлично! Это невероятно хороший магазин.,2023-1-17
Elizabeth7772@hotmail.com,5,1,,2019-11-8
Mabel2416@gmail.com,20,0,,2011-5-10
Amanda2187@hotmail.com,1,5,"На самом деле прекрасный магазин, мне все понраивлос!",2010-4-10
Jared6711@gmail.com,6,8,ФУ. Не куплю в этом магазине больше ничего.,2017-3-4
Craig8581@hotmail.com,11,1,Просто средний магазин.,2012-8-23
William5417@hotmail.com,14,6,Плохо! Мне не понравился магазин.,2018-12-16
Jerry8953@hotmail.com,21,7,ФУ. Не куплю в этом магазине больше ничего.,2021-1-23
Israel2612@gmail.com,7,5,Хороший магазин.,2023-3-26
Rachelle6769@hotmail.com,0,6,Это ну такое.,2019-1-23
Earle2433@gmail.com,1,1,,2011-6-5
Alfred2827@gmail.com,0,3,,2018-4-26
Cathy7111@hotmail.com,19,10,Средненько! Это средний по сервису магазин.,2012-6-3
John9735@hotmail.com,1,7,,2011-8-24
Joseph4829@gmail.com,20,1,,2017-11-19
Jonathan2399@gmail.com,1,0,,2019-12-20
Chad4414@hotmail.com,16,3,,2010-2-8
Charles4328@hotmail.com,18,8,,2017-1-28
Lori2593@gmail.com,15,1,ФУ. Не куплю в этом магазине больше ничего.,2017-9-23
